State and area;Year;Month;Employment;Unemployment
Wyoming;2012;04;286.933   ;16.869   
Alabama;2012;05;1992484   ;182.270   
Alaska;2012;05;337.365   ;26.667   
Arizona;2012;05;2794227   ;258.492   
Arkansas;2012;05;1254657   ;98.937   
California;2012;05;16462781   ;1994708   
Los Angeles County;2012;05;4342301   ;549.708   
Colorado;2012;05;2518570   ;225.663   
Connecticut;2012;05;1734363   ;159.281   
Delaware;2012;05;414.524   ;31.653   
District of Columbia;2012;05;329.200   ;33.004   
Florida;2012;05;8496177   ;826.022   
Georgia;2012;05;4327976   ;439.781   
Hawaii;2012;05;609.679   ;40.486   
Idaho;2012;05;713.524   ;58.039   
Illinois;2012;05;5981247   ;594.831   
Indiana;2012;05;2906905   ;259.919   
Iowa;2012;05;1573642   ;84.785   
Kansas;2012;05;1402661   ;86.075   
Kentucky;2012;05;1884530   ;168.307   
Louisiana;2012;05;1946434   ;144.980   
Maine;2012;05;649.263   ;50.815   
Maryland;2012;05;2897677   ;215.603   
Massachusetts;2012;05;3267718   ;235.594   
Michigan;2012;05;4250834   ;423.526   
Minnesota;2012;05;2775088   ;167.640   
Mississippi;2012;05;1211394   ;118.393   
Missouri;2012;05;2782417   ;217.329   
Montana;2012;05;475.624   ;30.010   
Nebraska;2012;05;970.546   ;39.431   
Nevada;2012;05;1202977   ;162.751   
New Hampshire;2012;05;699.017   ;40.283   
New Jersey;2012;05;4138729   ;435.369   
New Mexico;2012;05;861.677   ;64.408   
New York;2012;05;8744437   ;843.821   
New York city;2012;05;3628211   ;385.850   
North Carolina;2012;05;4254632   ;445.194   
North Dakota;2012;05;383.260   ;11.461   
Ohio;2012;05;5290887   ;423.797   
Oklahoma;2012;05;1701275   ;90.676   
Oregon;2012;05;1794592   ;175.889   
Pennsylvania;2012;05;5946445   ;494.541   
Rhode Island;2012;05;500.092   ;58.281   
South Carolina;2012;05;1983929   ;203.148   
South Dakota;2012;05;428.150   ;18.245   
Tennessee;2012;05;2843398   ;248.684   
Texas;2012;05;11754758   ;856.867   
Utah;2012;05;1277306   ;65.169   
Vermont;2012;05;336.755   ;17.265   
Virginia;2012;05;3953818   ;254.827   
Washington;2012;05;3198232   ;277.718   
West Virginia;2012;05;749.734   ;58.860   
Wisconsin;2012;05;2852787   ;214.615   
Wyoming;2012;05;286.848   ;16.863   
Alabama;2012;06;1995546   ;181.272   
Alaska;2012;06;337.406   ;26.554   
Arizona;2012;06;2797416   ;256.650   
Arkansas;2012;06;1252563   ;98.663   
California;2012;06;16494261   ;1973849   
Los Angeles County;2012;06;4346704   ;543.595   
Colorado;2012;06;2521989   ;224.053   
Connecticut;2012;06;1728720   ;159.279   
Delaware;2012;06;414.378   ;31.798   
District of Columbia;2012;06;331.349   ;32.693   
Florida;2012;06;8513758   ;818.528   
Georgia;2012;06;4335207   ;435.261   
Hawaii;2012;06;610.269   ;39.517   
Idaho;2012;06;714.218   ;57.627   
Illinois;2012;06;5983696   ;595.989   
Indiana;2012;06;2903332   ;260.072   
Iowa;2012;06;1572697   ;84.470   
Kansas;2012;06;1403130   ;85.394   
Kentucky;2012;06;1888219   ;168.822   
Louisiana;2012;06;1947689   ;143.070   
Maine;2012;06;649.429   ;50.919   
Maryland;2012;06;2900940   ;216.035   
Massachusetts;2012;06;3269278   ;236.152   
Michigan;2012;06;4253239   ;423.712   
Minnesota;2012;06;2776517   ;167.785   
Mississippi;2012;06;1211194   ;118.282   
Missouri;2012;06;2784194   ;215.383   
Montana;2012;06;476.486   ;29.960   
Nebraska;2012;06;971.883   ;39.333   
Nevada;2012;06;1205447   ;161.351   
New Hampshire;2012;06;699.309   ;40.890   
New Jersey;2012;06;4138908   ;436.559   
New Mexico;2012;06;862.094   ;64.373   
New York;2012;06;8751630   ;843.556   
New York city;2012;06;3634283   ;384.365   
North Carolina;2012;06;4261249   ;446.835   
North Dakota;2012;06;383.880   ;11.507   
Ohio;2012;06;5289595   ;418.879   
Oklahoma;2012;06;1702959   ;90.920   
Oregon;2012;06;1791433   ;174.738   
Pennsylvania;2012;06;5950829   ;499.645   
Rhode Island;2012;06;501.371   ;58.008   
South Carolina;2012;06;1987341   ;200.331   
South Dakota;2012;06;428.374   ;18.310   
Tennessee;2012;06;2844370   ;248.001   
Texas;2012;06;11776105   ;855.973   
Utah;2012;06;1280955   ;65.025   
Vermont;2012;06;336.688   ;17.311   
Virginia;2012;06;3955368   ;253.190   
Washington;2012;06;3199945   ;278.890   
West Virginia;2012;06;749.257   ;59.627   
Wisconsin;2012;06;2852421   ;215.165   
Wyoming;2012;06;286.852   ;16.881   
Alabama;2012;07;1999860   ;179.125   
Alaska;2012;07;337.576   ;26.311   
Arizona;2012;07;2801303   ;254.063   
Arkansas;2012;07;1250599   ;98.044   
California;2012;07;16534689   ;1945187   
Los Angeles County;2012;07;4355075   ;536.109   
Colorado;2012;07;2526809   ;221.268   
Connecticut;2012;07;1723907   ;158.708   
Delaware;2012;07;414.347   ;31.785   
District of Columbia;2012;07;333.656   ;32.340   
Florida;2012;07;8534305   ;807.721   
Georgia;2012;07;4343500   ;429.509   
Hawaii;2012;07;611.262   ;38.321   
Idaho;2012;07;715.144   ;57.066   
Illinois;2012;07;5989315   ;594.679   
Indiana;2012;07;2902854   ;259.466   
Iowa;2012;07;1572880   ;83.856   
Kansas;2012;07;1404335   ;84.512   
Kentucky;2012;07;1892555   ;169.033   
Louisiana;2012;07;1949077   ;140.124   
Maine;2012;07;649.809   ;50.783   
Maryland;2012;07;2905634   ;215.683   
Massachusetts;2012;07;3271778   ;235.992   
Michigan;2012;07;4257873   ;422.886   
Minnesota;2012;07;2779521   ;167.503   
Mississippi;2012;07;1211838   ;117.613   
Missouri;2012;07;2787304   ;213.135   
Montana;2012;07;477.470   ;29.715   
Nebraska;2012;07;973.628   ;39.159   
Nevada;2012;07;1208382   ;159.101   
New Hampshire;2012;07;699.912   ;41.221   
New Jersey;2012;07;4141405   ;435.224   
New Mexico;2012;07;863.126   ;64.337   
New York;2012;07;8764316   ;838.434   
New York city;2012;07;3641679   ;381.109   
North Carolina;2012;07;4270883   ;448.110   
